Facility_INSPIRE_ID;reportingYear;nameOfFeature;mainActivityCode;mainActivityName;city;wasteClassificationCode;wasteClassificationName;wasteTreatmentCode;wasteTreatmentName;totalWasteQuantityTNE;methodCode;methodName;nameOfReceiver;ReceivingSite_city;ReceivingSite_postalCode;ReceivingSite_countryName;facilityId
FI.EEA/125280.FACILITY;2017;Gasum Oy, Turun biokaasulaitos;5(c);Installations for the disposal of non-hazardous waste;TURKU;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;0.12;M;Measured: analytical method used;;;;;FI_EEA_125280
FI.EEA/239322.FACILITY;2017;JVP-Eura Oy, jätevedenpuhdistamo;5(g);Independently operated industrial waste-water treatment plants which serve one or more activities covered in annex 1 of Regulation 166/2006;EURA;NONHW;Non-hazardous waste;R;Destined for recovery;4060.0;M;Measured: analytical method used;;;;;FI_EEA_239322
FI.EEA/239322.FACILITY;2017;JVP-Eura Oy, jätevedenpuhdistamo;5(g);Independently operated industrial waste-water treatment plants which serve one or more activities covered in annex 1 of Regulation 166/2006;EURA;NONHW;Non-hazardous waste;D;Destined for disposal;2540.0;M;Measured: analytical method used;;;;;FI_EEA_239322
FI.EEA/300180.FACILITY;2017;Riihimäen Biotehdas Oy;5(c);Installations for the disposal of non-hazardous waste;RIIHIMÄKI;NONHW;Non-hazardous waste;R;Destined for recovery;3030.0;M;Measured: analytical method used;;;;;FI_EEA_300180
FI.EEA/300180.FACILITY;2017;Riihimäen Biotehdas Oy;5(c);Installations for the disposal of non-hazardous waste;RIIHIMÄKI;NONHW;Non-hazardous waste;D;Destined for disposal;7.0;M;Measured: analytical method used;;;;;FI_EEA_300180
FI.EEA/239246.FACILITY;2017;Ab Ekorosk Oy, Pirilön jätekeskus;5(c);Installations for the disposal of non-hazardous waste;PIETARSAARI;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;772.0;M;Measured: analytical method used;;;;;FI_EEA_239246
FI.EEA/239246.FACILITY;2017;Ab Ekorosk Oy, Pirilön jätekeskus;5(c);Installations for the disposal of non-hazardous waste;PIETARSAARI;NONHW;Non-hazardous waste;R;Destined for recovery;46800.0;M;Measured: analytical method used;;;;;FI_EEA_239246
FI.EEA/239246.FACILITY;2017;Ab Ekorosk Oy, Pirilön jätekeskus;5(c);Installations for the disposal of non-hazardous waste;PIETARSAARI;NONHW;Non-hazardous waste;D;Destined for disposal;257.0;M;Measured: analytical method used;;;;;FI_EEA_239246
FI.EEA/239252.FACILITY;2017;Jalasjäte Oy;5(a);Installations for the recovery or disposal of hazardous waste;N/A;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;18.0;M;Measured: analytical method used;;;;;FI_EEA_239252
FI.EEA/17258.FACILITY;2017;Metsä Wood, Lohjan kertopuutehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);LOHJA;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;6.95;M;Measured: analytical method used;;;;;FI_EEA_17258
FI.EEA/17258.FACILITY;2017;Metsä Wood, Lohjan kertopuutehdas;6(b);Industrial plants for the production of paper and board and other primary wood products (such as chipboard, fibreboard and plywood);LOHJA;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;137.0;M;Measured: analytical method used;;;;;FI_EEA_17258
FI.EEA/239331.FACILITY;2017;Eläinsuoja;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;NIINIJOKI;NONHW;Non-hazardous waste;R;Destined for recovery;3520.0;M;Measured: analytical method used;;;;;FI_EEA_239331
FI.EEA/239331.FACILITY;2017;Eläinsuoja;7(a);Installations for the intensive rearing of poultry or pigs. Note to reporters, use Level 3 activity e.g. 7(a)(ii), in preference to 7(a). Level 2 activity class (i.e. 7(a)) only to be used where Level 3 is not available.;NIINIJOKI;NONHW;Non-hazardous waste;D;Destined for disposal;12.9;M;Measured: analytical method used;;;;;FI_EEA_239331
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000007872.ProductionFacility;2017;CONFIDENTIAL;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);Somero;NONHW;Non-hazardous waste;R;Destined for recovery;2470.0;M;Measured: analytical method used;;;;;0000007872
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000007872.ProductionFacility;2017;CONFIDENTIAL;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);Somero;NONHW;Non-hazardous waste;D;Destined for disposal;4.2;M;Measured: analytical method used;;;;;0000007872
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2018;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;519.0;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2018;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;4.2;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2018;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;4090.0;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2019;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;461.0;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2019;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;19.0;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2019;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;5850.0;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2020;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;77.4;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2020;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;13.3;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013131.ProductionFacility;2020;Kuusakoski Oy, Rauman palvelupiste;5(a);Installations for the recovery or disposal of hazardous waste;Rauma;NONHW;Non-hazardous waste;R;Destined for recovery;8300.0;M;Measured: analytical method used;;;;;0000013131
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001277.ProductionFacility;2019;Nunnanlahden Uuni Oy, Nunnanlahden vuolukivikaivos;3(b);Opencast mining and quarrying;Juuka;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;5.4;M;Measured: analytical method used;;;;;0000001277
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2018;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;21.7;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2018;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;2.0;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2019;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;404.0;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2019;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;5.42;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2017;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;2.87;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2020;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;40.5;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2020;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;17.4;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2021;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;99.1;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility;2021;PVO-Lämpövoima Oy, Kristiinan voimalaitos;1(c);Thermal power stations and other combustion installations;Kristiinankaupunki;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;4.83;M;Measured: analytical method used;;;;;0000001431
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2018;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;16.4;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2018;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;333.0;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2019;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;17.9;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2019;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;87.9;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2017;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;20.9;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2017;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;222.0;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2020;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;11.3;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2020;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;43.1;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2021;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;19.8;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2021;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;693.0;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2021;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;NONHW;Non-hazardous waste;R;Destined for recovery;15200.0;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001782.ProductionFacility;2021;SYNTHOMER FINLAND OY, Lateksitehdas, Oulu;4(a)(ix);Chemical installations for the production on an industrial scale of basic organic chemicals: Synthetic rubbers;Oulu;NONHW;Non-hazardous waste;D;Destined for disposal;34.8;M;Measured: analytical method used;;;;;0000001782
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002728.ProductionFacility;2018;Amcor Flexibles Finland Oy, Kauttuan tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Eura;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;68.7;M;Measured: analytical method used;;;;;0000002728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002728.ProductionFacility;2019;Amcor Flexibles Finland Oy, Kauttuan tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Eura;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;70.3;M;Measured: analytical method used;;;;;0000002728
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002728.ProductionFacility;2017;Amcor Flexibles Finland Oy, Kauttuan tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Eura;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;78.5;M;Measured: analytical method used;;;;;0000002728
